SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2019-20,Public school,No,5.0,Green Lake,4606,40.0,Combined Elementary/Secondary School,Princeton,Princeton School,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,27,0.9642857142857143
2019-20,Public school,No,7.0,Brown,4613,100.0,High School,Pulaski Community,Pulaski High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,271,266,0.981549815498155
2019-20,Public school,No,1.0,Racine,4620,491.0,High School,Racine Unified,Case High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,457,392,0.8577680525164114
2019-20,Public school,No,1.0,Racine,4620,492.0,High School,Racine Unified,Horlick High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,400,312,0.78
2019-20,Public school,No,1.0,Racine,4620,494.0,High School,Racine Unified,Park High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,285,212,0.743859649122807
2019-20,Public school,No,1.0,Racine,4620,801.0,Combined Elementary/Secondary School,Racine Unified,Racine Alternative Learning,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,170,89,0.5235294117647059
2019-20,Public school,No,1.0,Racine,4620,800.0,High School,Racine Unified,The REAL School-Racine Educational Alternative Learning Experience,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,31,0.9393939393939394
2019-20,Public school,No,1.0,Racine,4620,499.0,High School,Racine Unified,Walden III High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,59,1.0
2019-20,Public school,No,5.0,Dodge,4634,40.0,High School,Randolph,Randolph High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,43,42,0.9767441860465116
2019-20,Public school,No,7.0,Sheboygan,4641,80.0,High School,Random Lake,Random Lake High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,62,0.9253731343283582
2019-20,Public school,No,5.0,Sauk,4753,80.0,High School,Reedsburg,Reedsburg Area High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,249,229,0.9196787148594378
2019-20,Public school,No,7.0,Manitowoc,4760,40.0,High School,Reedsville,Reedsville High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,43,41,0.9534883720930233
2019-20,Public school,No,9.0,Oneida,4781,180.0,High School,Rhinelander,Rhinelander High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,184,181,0.9836956521739131
2019-20,Public school,No,9.0,Taylor,4795,60.0,High School,Rib Lake,Rib Lake High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,35,0.9722222222222222
2019-20,Public school,No,11.0,Barron,4802,180.0,High School,Rice Lake Area,Rice Lake High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,157,145,0.9235668789808917
2019-20,Public school,No,3.0,Richland,4851,320.0,High School,Richland,Richland Center High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,104,89,0.8557692307692307
2019-20,Public school,No,5.0,Columbia,4865,40.0,High School,Rio Community,Rio Middle/High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,27,1.0
2019-20,Public school,No,6.0,Fond du Lac,4872,120.0,High School,Ripon Area,Ripon High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,130,119,0.9153846153846154
2019-20,Public school,No,11.0,Pierce,4893,80.0,High School,River Falls,River Falls High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,224,214,0.9553571428571429
2019-20,Public school,No,3.0,Grant,4904,80.0,High School,River Ridge,River Ridge High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,51,48,0.9411764705882353
2019-20,Public school,No,3.0,Sauk,5523,110.0,High School,River Valley,River Valley High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,109,107,0.981651376146789
2019-20,Public school,No,3.0,Grant,3850,120.0,High School,Riverdale,Riverdale High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,31,31,1.0
2019-20,Public school,No,6.0,Fond du Lac,4956,50.0,High School,Rosendale-Brandon,Laconia High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,87,87,1.0
2019-20,Public school,No,5.0,Portage,4963,40.0,High School,Rosholt,Rosholt High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,35,0.9459459459459459
2019-20,Public school,No,4.0,Juneau,1673,60.0,High School,Royall,Royall High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,32,32,1.0
2019-20,Public school,No,11.0,Saint Croix,2422,60.0,High School,Saint Croix Central,Saint Croix Central High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,93,93,1.0
2019-20,Public school,Yes,11.0,Saint Croix,2422,850.0,Combined Elementary/Secondary School,Saint Croix Central,Saint Croix Virtual Academy Inc,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,40,0.5970149253731343
2019-20,Public school,No,11.0,Polk,5019,80.0,High School,Saint Croix Falls,Saint Croix Falls High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,75,72,0.96
2019-20,Public school,No,1.0,Milwaukee,5026,40.0,High School,Saint Francis,Saint Francis High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,131,126,0.9618320610687023
2019-20,Public school,No,5.0,Sauk,5100,120.0,High School,Sauk Prairie,Sauk Prairie High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,220,215,0.9772727272727273
2019-20,Non District Charter Schools,Yes,1.0,Milwaukee,8001,8115.0,High School,Seeds of Health Inc,Tenor High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,44,0.9777777777777777
2019-20,Non District Charter Schools,Yes,1.0,Milwaukee,8001,8124.0,High School,Seeds of Health Inc,Veritas High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,51,49,0.9607843137254902
2019-20,Public school,No,7.0,Door,5130,40.0,High School,Sevastopol,Sevastopol High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,48,46,0.9583333333333334
2019-20,Public school,No,7.0,Outagamie,5138,100.0,High School,Seymour Community,Seymour High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,172,161,0.936046511627907
2019-20,Public school,No,8.0,Shawano,5264,280.0,High School,Shawano,Shawano High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,188,172,0.9148936170212766
2019-20,Public school,Yes,7.0,Sheboygan,5271,450.0,High School,Sheboygan Area,Central High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,92,66,0.717391304347826
2019-20,Public school,Yes,7.0,Sheboygan,5271,440.0,High School,Sheboygan Area,George D Warriner High School for Personalized Learning,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,31,28,0.9032258064516129
2019-20,Public school,No,7.0,Sheboygan,5271,280.0,High School,Sheboygan Area,North High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,390,356,0.9128205128205128
2019-20,Public school,No,7.0,Sheboygan,5271,340.0,High School,Sheboygan Area,South High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,259,241,0.9305019305019305
2019-20,Public school,No,7.0,Sheboygan,5278,40.0,High School,Sheboygan Falls,Sheboygan Falls High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,120,119,0.9916666666666667
2019-20,Public school,No,11.0,Washburn,5306,40.0,High School,Shell Lake,Shell Lake Junior/Senior High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,41,0.9761904761904762
2019-20,Public school,No,6.0,Outagamie,5348,40.0,High School,Shiocton,Shiocton High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,42,1.0
2019-20,Public school,No,1.0,Milwaukee,5355,80.0,High School,Shorewood,Shorewood High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,152,149,0.9802631578947368
2019-20,Public school,No,3.0,Lafayette,5362,80.0,High School,Shullsburg,Shullsburg High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,28,1.0
2019-20,Public school,No,11.0,Burnett,5376,40.0,High School,Siren,Siren High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,54,46,0.8518518518518519
2019-20,Public school,No,6.0,Washington,5390,80.0,High School,Slinger,Slinger High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,262,257,0.9809160305343512
2019-20,Public school,No,11.0,Saint Croix,5432,40.0,High School,Somerset,Somerset High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,106,102,0.9622641509433962
2019-20,Public school,No,1.0,Milwaukee,5439,120.0,High School,South Milwaukee,South Milwaukee High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,282,246,0.8723404255319149
2019-20,Public school,No,7.0,Door,5457,220.0,High School,Southern Door County,Southern Door High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,74,69,0.9324324324324325
2019-20,Public school,No,3.0,Grant,2485,60.0,High School,Southwestern Wisconsin,Southwestern Wisconsin High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,43,0.9555555555555556
2019-20,Public school,No,4.0,Monroe,5460,160.0,High School,Sparta Area,Sparta High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,163,159,0.9754601226993865
2019-20,Public school,No,10.0,Marathon,5467,40.0,High School,Spencer,Spencer Junior High/High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,71,69,0.971830985915493
2019-20,Public school,No,11.0,Washburn,5474,80.0,High School,Spooner Area,Spooner High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,87,79,0.9080459770114943
2019-20,Public school,No,11.0,Pierce,5586,80.0,High School,Spring Valley,Spring Valley High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,64,1.0
2019-20,Public school,No,10.0,Chippewa,5593,80.0,High School,Stanley-Boyd Area,Stanley-Boyd High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,48,0.9056603773584906
2019-20,Public school,No,5.0,Portage,5607,310.0,High School,Stevens Point Area Public,Charles F Fernandez Center Alt Learning,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,63,0.7777777777777778
2019-20,Public school,No,5.0,Portage,5607,270.0,High School,Stevens Point Area Public,Stevens Point Area Senior High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,450,429,0.9533333333333334
2019-20,Public school,No,2.0,Dane,5621,140.0,High School,Stoughton Area,Stoughton High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,240,234,0.975
2019-20,Public school,No,9.0,Marathon,5628,40.0,High School,Stratford,Stratford High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,78,78,1.0
2019-20,Public school,No,7.0,Door,5642,10.0,High School,Sturgeon Bay,Sturgeon Bay High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,99,91,0.9191919191919192
2019-20,Public school,No,2.0,Dane,5656,410.0,High School,Sun Prairie Area,Prairie Phoenix Academy,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,32,23,0.71875
2019-20,Public school,No,2.0,Dane,5656,100.0,High School,Sun Prairie Area,Sun Prairie High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,535,513,0.9588785046728971
2019-20,Public school,No,12.0,Douglas,5663,280.0,High School,Superior,Superior High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,281,237,0.8434163701067615
2019-20,Public school,No,8.0,Oconto,5670,80.0,High School,Suring Public,Suring High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,23,0.8518518518518519
2019-20,Public school,No,10.0,Clark,5726,40.0,High School,Thorp,Thorp High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,42,0.9545454545454546
2019-20,Public school,No,9.0,Oneida,5733,80.0,High School,Three Lakes,Three Lakes High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,31,0.9117647058823529
2019-20,Public school,No,4.0,Monroe,5747,800.0,Combined Elementary/Secondary School,Tomah Area,Robert Kupper Learning Center,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,46,14,0.30434782608695654
2019-20,Public school,No,4.0,Monroe,5747,180.0,High School,Tomah Area,Tomah High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,172,167,0.9709302325581395
2019-20,Public school,No,9.0,Lincoln,5754,200.0,High School,Tomahawk,Tomahawk High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,100,92,0.92
2019-20,Public school,No,5.0,Portage,126,60.0,High School,Tomorrow River,Amherst High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,70,0.9722222222222222
2019-20,Public school,No,5.0,Waushara,4375,60.0,High School,Tri-County Area,Tri-County High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,34,1.0
2019-20,Public school,No,11.0,Barron,5810,40.0,High School,Turtle Lake,Turtle Lake High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,36,1.0
2019-20,Public school,No,7.0,Manitowoc,5824,80.0,High School,Two Rivers Public,Two Rivers High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,100,96,0.96
2019-20,Public school,No,2.0,Racine,5852,20.0,High School,Union Grove UHS,Union Grove High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,251,245,0.9760956175298805
2019-20,Public school,No,11.0,Polk,238,100.0,High School,Unity,Unity High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,69,64,0.927536231884058
2019-20,Public school,No,7.0,Manitowoc,5866,60.0,High School,Valders Area,Valders High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,79,0.9753086419753086
2019-20,Public school,No,2.0,Dane,5901,100.0,High School,Verona Area,Verona Area High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,417,393,0.9424460431654677
2019-20,Public school,No,4.0,Vernon,5985,220.0,High School,Viroqua Area,Viroqua High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,60,58,0.9666666666666667
2019-20,Public school,No,8.0,Forest,5992,80.0,High School,Wabeno Area,Wabeno High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,29,28,0.9655172413793104
2019-20,Public school,No,12.0,Bayfield,6027,40.0,High School,Washburn,Washburn High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,31,0.9393939393939394
2019-20,Public school,No,2.0,Racine,6083,20.0,High School,Waterford UHS,Waterford High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,268,259,0.9664179104477612
2019-20,Public school,No,2.0,Jefferson,6118,40.0,High School,Waterloo,Waterloo High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,61,61,1.0
2019-20,Public school,No,2.0,Jefferson,6125,140.0,High School,Watertown Unified,Watertown High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,332,312,0.9397590361445783
2019-20,Public school,Yes,1.0,Waukesha,6174,470.0,High School,Waukesha,eAchieve Academy - Wisconsin,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,214,170,0.794392523364486
2019-20,Public school,No,1.0,Waukesha,6174,290.0,High School,Waukesha,North High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,296,274,0.9256756756756757
2019-20,Public school,No,1.0,Waukesha,6174,460.0,High School,Waukesha,South High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,203,184,0.9064039408866995
2019-20,Public school,Yes,1.0,Waukesha,6174,450.0,High School,Waukesha,Waukesha Academy of Health Professions,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,29,29,1.0
2019-20,Public school,Yes,1.0,Waukesha,6174,490.0,High School,Waukesha,Waukesha East Alternative School,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,46,29,0.6304347826086957
2019-20,Public school,Yes,1.0,Waukesha,6174,430.0,High School,Waukesha,Waukesha Engineering Preparatory Academy,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,40,1.0
2019-20,Public school,No,1.0,Waukesha,6174,560.0,High School,Waukesha,West High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,265,250,0.9433962264150944
2019-20,Public school,No,2.0,Dane,6181,40.0,High School,Waunakee Community,Waunakee High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,316,305,0.9651898734177216
2019-20,Public school,No,5.0,Waupaca,6195,140.0,High School,Waupaca,Waupaca High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,170,162,0.9529411764705882
2019-20,Public school,No,6.0,Fond du Lac,6216,200.0,High School,Waupun,Waupun Area Senior High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,144,138,0.9583333333333334
2019-20,Public school,No,9.0,Marathon,6223,360.0,High School,Wausau,East High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,237,224,0.9451476793248945
2019-20,Public school,Yes,9.0,Marathon,6223,800.0,High School,Wausau,Wausau Area Virtual Education,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,27,1.0
2019-20,Public school,No,9.0,Marathon,6223,380.0,High School,Wausau,West High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,295,275,0.9322033898305084
2019-20,Public school,No,8.0,Marinette,6230,100.0,High School,Wausaukee,Wausaukee High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,39,0.9285714285714286
2019-20,Public school,No,5.0,Waushara,6237,140.0,High School,Wautoma Area,Wautoma High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,105,98,0.9333333333333333
2019-20,Public school,No,1.0,Milwaukee,6244,20.0,High School,Wauwatosa,East High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,261,251,0.9616858237547893
2019-20,Public school,Yes,1.0,Milwaukee,6244,430.0,High School,Wauwatosa,Wauwatosa Virtual Academy,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,50,27,0.54
2019-20,Public school,No,1.0,Milwaukee,6244,280.0,High School,Wauwatosa,West High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,287,281,0.9790940766550522
2019-20,Public school,No,11.0,Burnett,6293,80.0,High School,Webster,Webster High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,41,37,0.9024390243902439
2019-20,Public school,No,1.0,Milwaukee,6300,20.0,High School,West Allis-West Milwaukee,Central High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,214,198,0.9252336448598131
2019-20,Public school,No,1.0,Milwaukee,6300,490.0,High School,West Allis-West Milwaukee,James E Dottke Alternative School,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,126,102,0.8095238095238095
2019-20,Public school,No,1.0,Milwaukee,6300,340.0,High School,West Allis-West Milwaukee,Nathan Hale High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,271,256,0.9446494464944649
2019-20,Public school,No,6.0,Washington,6307,50.0,High School,West Bend,East High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,262,249,0.950381679389313
2019-20,Public school,No,6.0,Washington,6307,200.0,High School,West Bend,West High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,297,287,0.9663299663299664
2019-20,Public school,No,7.0,Brown,6328,120.0,High School,West De Pere,West De Pere High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,235,227,0.9659574468085106
2019-20,Public school,No,4.0,La Crosse,6370,80.0,High School,West Salem,West Salem High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,122,118,0.9672131147540983
2019-20,Public school,No,4.0,Vernon,6321,200.0,High School,Westby Area,Westby High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,79,77,0.9746835443037974
2019-20,Public school,No,5.0,Marquette,6335,100.0,High School,Westfield,Westfield Area High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,57,0.890625
2019-20,Public school,No,6.0,Waupaca,6384,100.0,High School,Weyauwega-Fremont,Weyauwega High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,63,0.984375
2019-20,Public school,No,1.0,Milwaukee,6419,100.0,High School,Whitefish Bay,Whitefish Bay High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,217,211,0.9723502304147466
2019-20,Public school,No,4.0,Trempealeau,6426,120.0,High School,Whitehall,Whitehall Memorial Junior/Senior High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,48,0.9795918367346939
2019-20,Public school,No,2.0,Walworth,6461,140.0,High School,Whitewater Unified,Whitewater High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,150,145,0.9666666666666667
2019-20,Public school,No,1.0,Milwaukee,6470,100.0,High School,Whitnall,Whitnall High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,203,197,0.9704433497536946
2019-20,Public school,No,5.0,Waushara,6475,60.0,High School,Wild Rose,Wild Rose High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,52,0.9811320754716981
2019-20,Public school,No,2.0,Walworth,6482,40.0,High School,Williams Bay,Williams Bay High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,42,0.9333333333333333
2019-20,Public school,No,2.0,Kenosha,6545,20.0,High School,Wilmot UHS,Wilmot High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,257,240,0.933852140077821
2019-20,Public school,No,6.0,Winnebago,6608,60.0,High School,Winneconne Community,Winneconne High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,132,130,0.9848484848484849
2019-20,Public school,No,5.0,Sauk,6678,100.0,High School,Wisconsin Dells,Wisconsin Dells High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,117,111,0.9487179487179487
2019-20,Public school,No,2.0,Dane,469,60.0,High School,Wisconsin Heights,Wisconsin Heights High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,56,1.0
2019-20,Public school,No,5.0,Wood,6685,160.0,High School,Wisconsin Rapids,Lincoln High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,323,303,0.9380804953560371
2019-20,Public school,No,5.0,Wood,6685,430.0,High School,Wisconsin Rapids,River Cities High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,50,0.9090909090909091
2019-20,Public school,No,8.0,Shawano,6692,140.0,High School,Wittenberg-Birnamwood,Wittenberg-Birnamwood High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,67,0.9305555555555556
2019-20,Public school,No,7.0,Brown,6734,40.0,High School,Wrightstown Community,Wrightstown High,2020,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,125,117,0.936
2020-21,Public school,No,10.0,Clark,7,40.0,High School,Abbotsford,Abbotsford Middle/Senior High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,52,0.9811320754716981
2020-21,Public school,No,5.0,Adams,14,40.0,High School,Adams-Friendship Area,Adams-Friendship High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,109,100,0.9174311926605505
2020-21,Public school,No,2.0,Green,63,40.0,High School,Albany,Albany High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,23,0.92
2020-21,Public school,No,7.0,Kewaunee,70,40.0,High School,Algoma,Algoma High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,38,0.95
2020-21,Public school,No,4.0,Jackson,91,60.0,High School,Alma Center,Lincoln Jr/Sr High School,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,41,37,0.9024390243902439
2020-21,Public school,No,10.0,Eau Claire,112,40.0,High School,Altoona,Altoona High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,111,102,0.918918918918919
2020-21,Public school,No,11.0,Polk,119,40.0,High School,Amery,Amery High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,112,110,0.9821428571428571
2020-21,Public school,No,9.0,Langlade,140,70.0,High School,Antigo Unified,Antigo High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,174,145,0.8333333333333334
2020-21,Public school,No,6.0,Outagamie,147,20.0,High School,Appleton Area,East High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,348,292,0.8390804597701149
2020-21,Public school,Yes,6.0,Outagamie,147,450.0,High School,Appleton Area,Fox Cities Leadership Academy,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,27,1.0
2020-21,Public school,No,6.0,Outagamie,147,30.0,High School,Appleton Area,North High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,388,330,0.8505154639175257
2020-21,Public school,Yes,6.0,Outagamie,147,420.0,High School,Appleton Area,Renaissance School,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,28,28,1.0
2020-21,Public school,No,6.0,Outagamie,147,40.0,High School,Appleton Area,West High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,289,238,0.8235294117647058
2020-21,Public school,Yes,6.0,Outagamie,147,850.0,Combined Elementary/Secondary School,Appleton Area,Wisconsin Connections Academy,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,68,0.8395061728395061
2020-21,Public school,No,4.0,Trempealeau,154,40.0,High School,Arcadia,Arcadia High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,90,84,0.9333333333333333
2020-21,Public school,No,1.0,Waukesha,2450,20.0,High School,Arrowhead UHS,Arrowhead High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,531,526,0.9905838041431262
2020-21,Public school,No,12.0,Ashland,170,20.0,High School,Ashland,Ashland High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,181,173,0.9558011049723757
2020-21,Public school,No,7.0,Brown,182,20.0,High School,Ashwaubenon,Ashwaubenon High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,215,196,0.9116279069767442
2020-21,Public school,No,9.0,Marathon,196,40.0,High School,Athens,Athens High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,39,0.9285714285714286
2020-21,Public school,No,5.0,Wood,203,60.0,High School,Auburndale,Auburndale High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,63,0.9402985074626866
2020-21,Public school,No,10.0,Eau Claire,217,40.0,High School,Augusta,Augusta High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,36,0.972972972972973
2020-21,Public school,No,11.0,Saint Croix,231,40.0,High School,Baldwin-Woodville Area,Baldwin-Woodville High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,110,109,0.990909090909091
2020-21,Public school,No,4.0,La Crosse,245,40.0,High School,Bangor,Bangor Middle/High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,40,39,0.975
2020-21,Public school,No,5.0,Sauk,280,40.0,High School,Baraboo,Baraboo High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,211,191,0.9052132701421801
2020-21,Public school,No,3.0,Iowa,287,40.0,High School,Barneveld,Barneveld High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,33,1.0
2020-21,Public school,No,11.0,Barron,308,30.0,High School,Barron Area,Barron High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,84,79,0.9404761904761905
2020-21,Public school,No,12.0,Bayfield,315,40.0,High School,Bayfield,Bayfield High,2021,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,20,0.8
