SCHOOL_YEAR,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,grad_rate
2022-23,Public school,No,9.0,Marathon,6223,360.0,High School,Wausau,East High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,208,199,0.9567307692307693
2022-23,Public school,Yes,9.0,Marathon,6223,800.0,Combined Elementary/Secondary School,Wausau,Wausau Area Virtual Education,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,47,38,0.8085106382978723
2022-23,Public school,No,9.0,Marathon,6223,380.0,High School,Wausau,West High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,317,285,0.8990536277602523
2022-23,Public school,No,8.0,Marinette,6230,100.0,High School,Wausaukee,Wausaukee High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,30,29,0.9666666666666667
2022-23,Public school,No,5.0,Waushara,6237,140.0,High School,Wautoma Area,Wautoma High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,92,88,0.9565217391304348
2022-23,Public school,No,1.0,Milwaukee,6244,20.0,High School,Wauwatosa,East High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,274,258,0.9416058394160584
2022-23,Public school,Yes,1.0,Milwaukee,6244,430.0,Combined Elementary/Secondary School,Wauwatosa,Wauwatosa Virtual Academy,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,56,42,0.75
2022-23,Public school,No,1.0,Milwaukee,6244,280.0,High School,Wauwatosa,West High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,232,206,0.8879310344827587
2022-23,Public school,No,11.0,Burnett,6293,80.0,High School,Webster,Webster High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,48,41,0.8541666666666666
2022-23,Public school,No,1.0,Milwaukee,6300,20.0,High School,West Allis-West Milwaukee,Central High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,213,170,0.7981220657276995
2022-23,Public school,No,1.0,Milwaukee,6300,490.0,High School,West Allis-West Milwaukee,James E Dottke Alternative School,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,78,76,0.9743589743589743
2022-23,Public school,No,1.0,Milwaukee,6300,340.0,High School,West Allis-West Milwaukee,Nathan Hale High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,258,239,0.9263565891472868
2022-23,Public school,No,6.0,Washington,6307,50.0,High School,West Bend,East High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,252,239,0.9484126984126984
2022-23,Public school,No,6.0,Washington,6307,200.0,High School,West Bend,West High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,269,255,0.9479553903345725
2022-23,Public school,No,7.0,Brown,6328,120.0,High School,West De Pere,West De Pere High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,240,235,0.9791666666666666
2022-23,Public school,No,4.0,La Crosse,6370,80.0,High School,West Salem,West Salem High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,143,143,1.0
2022-23,Public school,No,4.0,Vernon,6321,200.0,High School,Westby Area,Westby High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,78,75,0.9615384615384616
2022-23,Public school,No,5.0,Marquette,6335,100.0,High School,Westfield,Westfield Area High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,69,60,0.8695652173913043
2022-23,Public school,No,6.0,Waupaca,6384,100.0,High School,Weyauwega-Fremont,Weyauwega High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,74,72,0.972972972972973
2022-23,Public school,No,1.0,Milwaukee,6419,100.0,High School,Whitefish Bay,Whitefish Bay High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,237,231,0.9746835443037974
2022-23,Public school,No,4.0,Trempealeau,6426,120.0,High School,Whitehall,Whitehall Memorial Junior/Senior High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,54,0.9818181818181818
2022-23,Public school,No,2.0,Walworth,6461,140.0,High School,Whitewater Unified,Whitewater High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,164,149,0.9085365853658537
2022-23,Public school,No,1.0,Milwaukee,6470,100.0,High School,Whitnall,Whitnall High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,213,207,0.971830985915493
2022-23,Public school,No,5.0,Waushara,6475,60.0,High School,Wild Rose,Wild Rose High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,32,0.8888888888888888
2022-23,Public school,No,2.0,Walworth,6482,40.0,High School,Williams Bay,Williams Bay High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,62,61,0.9838709677419355
2022-23,Public school,No,2.0,Kenosha,6545,20.0,High School,Wilmot UHS,Wilmot High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,237,227,0.9578059071729957
2022-23,Public school,No,6.0,Winnebago,6608,60.0,High School,Winneconne Community,Winneconne High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,124,122,0.9838709677419355
2022-23,Public school,No,5.0,Sauk,6678,100.0,High School,Wisconsin Dells,Wisconsin Dells High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,154,141,0.9155844155844156
2022-23,Public school,No,2.0,Dane,469,60.0,High School,Wisconsin Heights,Wisconsin Heights High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,58,57,0.9827586206896551
2022-23,Public school,No,5.0,Wood,6685,160.0,High School,Wisconsin Rapids,Lincoln High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,291,283,0.9725085910652921
2022-23,Public school,No,5.0,Wood,6685,430.0,High School,Wisconsin Rapids,River Cities High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,67,52,0.7761194029850746
2022-23,Public school,No,8.0,Shawano,6692,140.0,High School,Wittenberg-Birnamwood,Wittenberg-Birnamwood High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,68,0.9444444444444444
2022-23,Public school,No,7.0,Brown,6734,40.0,High School,Wrightstown Community,Wrightstown High,2023,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,101,101,1.0
2023-24,Public school,No,10.0,Clark,7,40.0,High School,Abbotsford,Abbotsford Middle/Senior High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,63,63,1.0
2023-24,Public school,No,5.0,Adams,14,40.0,High School,Adams-Friendship Area,Adams-Friendship High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,104,96,0.9230769230769231
2023-24,Public school,No,2.0,Green,63,40.0,High School,Albany,Albany High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,31,30,0.967741935483871
2023-24,Public school,No,7.0,Kewaunee,70,40.0,High School,Algoma,Algoma High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,41,0.8367346938775511
2023-24,Public school,No,4.0,Jackson,91,60.0,High School,Alma Center,Lincoln Jr/Sr High School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,43,40,0.9302325581395349
2023-24,Public school,No,10.0,Eau Claire,112,40.0,High School,Altoona,Altoona High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,128,124,0.96875
2023-24,Public school,No,11.0,Polk,119,40.0,High School,Amery,Amery High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,99,98,0.98989898989899
2023-24,Public school,No,9.0,Langlade,140,70.0,High School,Antigo Unified,Antigo High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,150,140,0.9333333333333333
2023-24,Public school,No,6.0,Outagamie,147,20.0,High School,Appleton Area,East High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,306,279,0.9117647058823529
2023-24,Public school,No,6.0,Outagamie,147,30.0,High School,Appleton Area,North High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,387,343,0.8863049095607235
2023-24,Public school,Yes,6.0,Outagamie,147,420.0,High School,Appleton Area,Renaissance School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,35,1.0
2023-24,Public school,Yes,6.0,Outagamie,147,430.0,High School,Appleton Area,Tesla Engineering Charter School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,38,38,1.0
2023-24,Public school,No,6.0,Outagamie,147,40.0,High School,Appleton Area,West High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,285,233,0.8175438596491228
2023-24,Public school,Yes,6.0,Outagamie,147,850.0,Combined Elementary/Secondary School,Appleton Area,Wisconsin Connections Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,60,50,0.8333333333333334
2023-24,Public school,No,4.0,Trempealeau,154,40.0,High School,Arcadia,Arcadia High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,100,97,0.97
2023-24,Public school,No,1.0,Waukesha,2450,20.0,High School,Arrowhead UHS,Arrowhead High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,539,532,0.987012987012987
2023-24,Public school,No,12.0,Ashland,170,20.0,High School,Ashland,Ashland High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,148,139,0.9391891891891891
2023-24,Public school,No,7.0,Brown,182,20.0,High School,Ashwaubenon,Ashwaubenon High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,214,197,0.9205607476635514
2023-24,Public school,No,9.0,Marathon,196,40.0,High School,Athens,Athens High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,35,31,0.8857142857142857
2023-24,Public school,No,5.0,Wood,203,60.0,High School,Auburndale,Auburndale High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,53,1.0
2023-24,Public school,No,10.0,Eau Claire,217,40.0,High School,Augusta,Augusta High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,46,0.9387755102040817
2023-24,Public school,No,11.0,Saint Croix,231,40.0,High School,Baldwin-Woodville Area,Baldwin-Woodville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,112,109,0.9732142857142857
2023-24,Public school,No,4.0,La Crosse,245,40.0,High School,Bangor,Bangor Middle/High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,42,0.9545454545454546
2023-24,Public school,No,5.0,Sauk,280,40.0,High School,Baraboo,Baraboo High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,250,238,0.952
2023-24,Public school,No,3.0,Iowa,287,40.0,High School,Barneveld,Barneveld High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,33,0.9705882352941176
2023-24,Public school,No,11.0,Barron,308,30.0,High School,Barron Area,Barron High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,70,65,0.9285714285714286
2023-24,Public school,No,6.0,Dodge,336,40.0,High School,Beaver Dam Unified,Beaver Dam High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,278,259,0.9316546762589928
2023-24,Public school,No,2.0,Dane,350,40.0,High School,Belleville,Belleville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,78,0.9629629629629629
2023-24,Public school,No,3.0,Lafayette,364,40.0,High School,Belmont Community,Belmont High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,31,27,0.8709677419354839
2023-24,Public school,No,2.0,Rock,413,421.0,Combined Elementary/Secondary School,Beloit,Beloit Learning Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,151,120,0.7947019867549668
2023-24,Public school,No,2.0,Rock,413,200.0,High School,Beloit,Memorial High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,345,294,0.8521739130434782
2023-24,Public school,No,2.0,Rock,422,20.0,High School,Beloit Turner,Turner High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,101,98,0.9702970297029703
2023-24,Public school,No,6.0,Green Lake,434,40.0,High School,Berlin Area,Berlin High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,131,121,0.9236641221374046
2023-24,Public school,No,2.0,Walworth,6013,20.0,High School,Big Foot UHS,Big Foot High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,111,109,0.9819819819819819
2023-24,Public school,No,3.0,Lafayette,2240,20.0,High School,Black Hawk,Black Hawk High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,27,27,1.0
2023-24,Public school,No,4.0,Jackson,476,40.0,High School,Black River Falls,Black River Falls High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,120,106,0.8833333333333333
2023-24,Public school,No,4.0,Trempealeau,485,11.0,High School,Blair-Taylor,Blair-Taylor Middle/High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,42,1.0
2023-24,Public school,No,10.0,Chippewa,497,40.0,High School,Bloomer,Bloomer High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,91,86,0.945054945054945
2023-24,Public school,No,8.0,Shawano,602,40.0,High School,Bonduel,Bonduel High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,57,0.9661016949152542
2023-24,Public school,No,3.0,Grant,609,40.0,High School,Boscobel Area,Boscobel High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,51,50,0.9803921568627451
2023-24,Public school,No,11.0,Dunn,637,40.0,High School,Boyceville Community,Boyceville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,52,44,0.8461538461538461
2023-24,Public school,No,7.0,Calumet,658,40.0,High School,Brillion,Brillion High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,73,73,1.0
2023-24,Public school,No,2.0,Green,700,40.0,High School,Brodhead,Brodhead High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,84,78,0.9285714285714286
2023-24,Public school,No,1.0,Milwaukee,721,40.0,High School,Brown Deer,Brown Deer Middle/High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,159,152,0.9559748427672956
2023-24,Public school,No,10.0,Rusk,735,40.0,High School,Bruce,Bruce High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,32,0.9696969696969697
2023-24,Public school,No,2.0,Racine,777,20.0,High School,Burlington Area,Burlington High School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,228,219,0.9605263157894737
2023-24,Public school,No,10.0,Chippewa,870,40.0,High School,Cadott Community,Cadott High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,70,66,0.9428571428571428
2023-24,Public school,No,5.0,Columbia,882,40.0,High School,Cambria-Friesland,Cambria Friesland Middle/High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,26,20,0.7692307692307693
2023-24,Public school,No,2.0,Dane,896,40.0,High School,Cambridge,Cambridge High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,55,54,0.9818181818181818
2023-24,Public school,No,11.0,Barron,903,40.0,High School,Cameron,Cameron High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,52,0.9811320754716981
2023-24,Public school,No,6.0,Fond du Lac,910,40.0,High School,Campbellsport,Campbellsport High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,114,106,0.9298245614035088
2023-24,Public school,No,4.0,Monroe,980,40.0,High School,Cashton,Cashton Middle/High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,49,1.0
2023-24,Public school,No,7.0,Sheboygan,1029,40.0,High School,Cedar Grove-Belgium Area,Cedar Grove-Belgium High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,72,68,0.9444444444444444
2023-24,Public school,No,1.0,Ozaukee,1015,20.0,High School,Cedarburg,Cedarburg High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,255,248,0.9725490196078431
2023-24,Public school,No,12.0,Price,1071,400.0,High School,Chequamegon,Chequamegon High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,50,49,0.98
2023-24,Public school,No,11.0,Barron,1080,400.0,High School,Chetek-Weyerhaeuser Area,Chetek-Weyerhaeuser High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,56,0.9491525423728814
2023-24,Public school,No,7.0,Calumet,1085,40.0,High School,Chilton,Chilton High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,97,85,0.8762886597938144
2023-24,Public school,No,10.0,Chippewa,1092,60.0,High School,Chippewa Falls Area Unified,Chippewa Falls High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,361,350,0.9695290858725761
2023-24,Public school,No,11.0,Polk,1120,40.0,High School,Clayton,Clayton High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,25,1.0
2023-24,Public school,No,11.0,Polk,1127,40.0,High School,Clear Lake,Clear Lake High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,44,42,0.9545454545454546
2023-24,Public school,No,2.0,Rock,1134,60.0,High School,Clinton Community,Clinton Senior High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,85,82,0.9647058823529412
2023-24,Public school,No,8.0,Waupaca,1141,40.0,High School,Clintonville,Clintonville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,78,76,0.9743589743589743
2023-24,Public school,No,4.0,Buffalo,1155,40.0,High School,Cochrane-Fountain City,Cochrane-Fountain City High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,46,46,1.0
2023-24,Public school,No,10.0,Clark,1162,40.0,High School,Colby,Colby High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,71,70,0.9859154929577465
2023-24,Public school,No,8.0,Marinette,1169,60.0,High School,Coleman,Coleman High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,50,0.9433962264150944
2023-24,Public school,No,11.0,Dunn,1176,40.0,High School,Colfax,Colfax High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,66,65,0.9848484848484849
2023-24,Public school,No,5.0,Columbia,1183,40.0,High School,Columbus,Columbus High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,93,91,0.978494623655914
2023-24,Public school,No,10.0,Chippewa,1204,40.0,High School,Cornell,Cornell High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,34,33,0.9705882352941176
2023-24,Public school,No,8.0,Forest,1218,60.0,High School,Crandon,Crandon High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,69,66,0.9565217391304348
2023-24,Public school,No,8.0,Marinette,1232,40.0,High School,Crivitz,Crivitz High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,49,43,0.8775510204081632
2023-24,Public school,No,3.0,Grant,1246,40.0,High School,Cuba City,Cuba City High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,57,56,0.9824561403508771
2023-24,Public school,No,1.0,Milwaukee,1253,40.0,High School,Cudahy,Cudahy High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,174,151,0.867816091954023
2023-24,Public school,No,11.0,Barron,1260,60.0,High School,Cumberland,Cumberland High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,75,71,0.9466666666666667
2023-24,Public school,No,9.0,Marathon,4970,35.0,High School,D C Everest Area,D C Everest High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,450,437,0.9711111111111111
2023-24,Public school,No,3.0,Lafayette,1295,40.0,High School,Darlington Community,Darlington High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,63,61,0.9682539682539683
2023-24,Public school,No,2.0,Dane,1316,40.0,High School,De Forest Area,De Forest High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,252,249,0.9880952380952381
2023-24,Public school,No,7.0,Brown,1414,20.0,High School,De Pere,De Pere High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,340,333,0.9794117647058823
2023-24,Public school,No,4.0,Vernon,1421,40.0,High School,De Soto Area,De Soto High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,30,26,0.8666666666666667
2023-24,Public school,No,2.0,Dane,1309,40.0,High School,Deerfield Community,Deerfield High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,45,44,0.9777777777777777
2023-24,Public school,No,2.0,Walworth,1380,20.0,High School,Delavan-Darien,Delavan-Darien High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,149,146,0.9798657718120806
2023-24,Public school,No,7.0,Brown,1407,80.0,High School,Denmark,Denmark High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,105,103,0.9809523809523809
2023-24,Public school,No,6.0,Dodge,2744,22.0,High School,Dodgeland,Dodgeland High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,55,0.9322033898305084
2023-24,Public school,No,3.0,Iowa,1428,40.0,High School,Dodgeville,Dodgeville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,97,94,0.9690721649484536
2023-24,Non District Charter Schools,Yes,1.0,Milwaukee,8011,8127.0,High School,Dr. Howard Fuller Collegiate Academy Inc,Dr Howard Fuller Collegiate Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,64,59,0.921875
2023-24,Public school,No,12.0,Bayfield,1491,40.0,High School,Drummond Area,Drummond High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,30,28,0.9333333333333333
2023-24,Public school,No,11.0,Pepin,1499,40.0,High School,Durand-Arkansaw,Durand Middle/High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,81,78,0.9629629629629629
2023-24,Public school,No,2.0,Walworth,1540,40.0,High School,East Troy Community,East Troy High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,128,125,0.9765625
2023-24,Public school,Yes,10.0,Eau Claire,1554,810.0,Combined Elementary/Secondary School,Eau Claire Area,Eau Claire Virtual School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,33,31,0.9393939393939394
2023-24,Public school,Yes,10.0,Eau Claire,1554,580.0,High School,Eau Claire Area,McKinley Charter School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,113,75,0.6637168141592921
2023-24,Public school,No,10.0,Eau Claire,1554,340.0,High School,Eau Claire Area,Memorial High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,344,316,0.9186046511627907
2023-24,Public school,No,10.0,Eau Claire,1554,400.0,High School,Eau Claire Area,North High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,350,319,0.9114285714285715
2023-24,Public school,No,9.0,Marathon,1561,40.0,High School,Edgar,Edgar High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,53,51,0.9622641509433962
2023-24,Public school,No,2.0,Rock,1568,80.0,High School,Edgerton,Edgerton High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,127,122,0.9606299212598425
2023-24,Public school,No,10.0,Trempealeau,1600,60.0,High School,Eleva-Strum,Eleva-Strum High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,35,0.9459459459459459
2023-24,Public school,No,11.0,Dunn,1645,40.0,High School,Elk Mound Area,Elk Mound High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,97,96,0.9896907216494846
2023-24,Public school,No,7.0,Sheboygan,1631,40.0,High School,Elkhart Lake-Glenbeulah,Elkhart Lake High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,36,1.0
2023-24,Public school,Yes,2.0,Walworth,1638,9401.0,High School,Elkhorn Area,Career and College Academy,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,91,87,0.9560439560439561
2023-24,Public school,No,2.0,Walworth,1638,40.0,High School,Elkhorn Area,Elkhorn Area High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,200,196,0.98
2023-24,Public school,Yes,2.0,Walworth,1638,800.0,Combined Elementary/Secondary School,Elkhorn Area,Elkhorn Options Virtual School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,39,32,0.8205128205128205
2023-24,Public school,No,11.0,Pierce,1659,40.0,High School,Ellsworth Community,Ellsworth High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,107,105,0.9813084112149533
2023-24,Public school,No,1.0,Waukesha,714,20.0,High School,Elmbrook,Brookfield Central High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,282,276,0.9787234042553191
2023-24,Public school,No,1.0,Waukesha,714,60.0,High School,Elmbrook,Brookfield East High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,338,334,0.9881656804733728
2023-24,Public school,No,11.0,Pierce,1666,40.0,High School,Elmwood,Elmwood High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,25,25,1.0
2023-24,Public school,No,2.0,Rock,1694,40.0,High School,Evansville Community,Evansville High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,138,129,0.9347826086956522
2023-24,Public school,No,10.0,Eau Claire,1729,40.0,High School,Fall Creek,Fall Creek High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,51,51,1.0
2023-24,Public school,No,5.0,Columbia,1736,40.0,High School,Fall River,Fall River High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,37,1.0
2023-24,Public school,No,3.0,Grant,1813,40.0,High School,Fennimore Community,Fennimore High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,59,58,0.9830508474576272
2023-24,Public school,No,10.0,Rusk,5757,40.0,High School,Flambeau,Flambeau High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,42,1.0
2023-24,Public school,No,8.0,Florence,1855,60.0,High School,Florence County,Florence High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,37,33,0.8918918918918919
2023-24,Public school,No,6.0,Fond du Lac,1862,140.0,High School,Fond du Lac,Fond du Lac High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,492,442,0.8983739837398373
2023-24,Public school,No,2.0,Jefferson,1883,80.0,High School,Fort Atkinson,Fort Atkinson High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,211,201,0.95260663507109
2023-24,Public school,No,1.0,Milwaukee,1900,60.0,High School,Franklin Public,Franklin High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,379,371,0.978891820580475
2023-24,Public school,No,11.0,Polk,1939,40.0,High School,Frederic,Frederic 6-12 School,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,39,0.9285714285714286
2023-24,Public school,No,6.0,Outagamie,1953,60.0,High School,Freedom Area,Freedom High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,112,109,0.9732142857142857
2023-24,Public school,No,4.0,Trempealeau,2009,40.0,High School,Galesville-Ettrick-Trempealeau,Galesville-Ettrick-Trempealeau High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,94,92,0.9787234042553191
2023-24,Public school,No,1.0,Washington,2058,180.0,High School,Germantown,Germantown High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,324,312,0.9629629629629629
2023-24,Public school,No,7.0,Door,2114,120.0,High School,Gibraltar Area,Gibraltar High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,36,34,0.9444444444444444
2023-24,Public school,No,8.0,Oconto,2128,20.0,High School,Gillett,Gillett High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,42,42,1.0
2023-24,Public school,No,11.0,Saint Croix,2198,80.0,High School,Glenwood City,Glenwood City High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,48,42,0.875
2023-24,Public school,No,1.0,Ozaukee,2217,40.0,High School,Grafton,Grafton High,2024,Completed - Regular High School Diploma,All Students,All Students,4-Year rate,171,169,0.9883040935672515
