SCHOOL_YEAR_x,AGENCY_TYPE,CHARTER_IND,CESA,COUNTY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,DISTRICT_NAME,HIGH_SCHOOL_NAME,COHORT,COMPLETION_STATUS,GROUP_BY,GROUP_BY_VALUE,TIMEFRAME,COHORT_COUNT,STUDENT_COUNT,MIDDLE_SCHOOL_NAME,SCHOOL_YEAR_y,TEST_SUBJECT,Composite_Score,FORWARD_YEAR,EXPECTED_COHORT
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,James Wright Middle,2016-17,Science,2.75,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,James Wright Middle,2016-17,Social Studies,2.75,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Jefferson Middle,2016-17,ELA,2.4479166666666665,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Jefferson Middle,2016-17,Mathematics,2.6082474226804124,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Jefferson Middle,2016-17,Science,2.8333333333333335,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Jefferson Middle,2016-17,Social Studies,2.8958333333333335,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,O'Keeffe Middle,2016-17,ELA,2.835294117647059,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,O'Keeffe Middle,2016-17,Mathematics,2.541176470588235,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,O'Keeffe Middle,2016-17,Science,2.8705882352941177,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,O'Keeffe Middle,2016-17,Social Studies,3.152941176470588,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sennett Middle,2016-17,ELA,2.361111111111111,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sennett Middle,2016-17,Mathematics,2.2916666666666665,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sennett Middle,2016-17,Science,2.388888888888889,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sennett Middle,2016-17,Social Studies,2.4305555555555554,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sherman Middle,2016-17,ELA,2.6578947368421053,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sherman Middle,2016-17,Mathematics,2.2564102564102564,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sherman Middle,2016-17,Science,2.4871794871794872,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Sherman Middle,2016-17,Social Studies,2.6153846153846154,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Spring Harbor Middle,2016-17,ELA,2.92,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Spring Harbor Middle,2016-17,Mathematics,2.58,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Spring Harbor Middle,2016-17,Science,2.96,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Spring Harbor Middle,2016-17,Social Studies,3.26,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Toki Middle,2016-17,ELA,2.392156862745098,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Toki Middle,2016-17,Mathematics,2.405940594059406,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Toki Middle,2016-17,Science,2.843137254901961,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Toki Middle,2016-17,Social Studies,2.9705882352941178,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Whitehorse Middle,2016-17,ELA,2.1492537313432836,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Whitehorse Middle,2016-17,Mathematics,2.0441176470588234,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Whitehorse Middle,2016-17,Science,2.4029850746268657,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Economic Status,Not Econ Disadv,4-Year rate,197,178,Whitehorse Middle,2016-17,Social Studies,2.417910447761194,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Badger Rock Middle,2016-17,ELA,2.4285714285714284,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Badger Rock Middle,2016-17,Mathematics,2.142857142857143,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Badger Rock Middle,2016-17,Science,2.142857142857143,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Badger Rock Middle,2016-17,Social Studies,2.5714285714285716,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Black Hawk Middle,2016-17,ELA,1.9090909090909092,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Black Hawk Middle,2016-17,Mathematics,1.7636363636363637,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Black Hawk Middle,2016-17,Science,2.0,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Black Hawk Middle,2016-17,Social Studies,2.0,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Cherokee Heights Middle,2016-17,ELA,1.711111111111111,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Cherokee Heights Middle,2016-17,Mathematics,1.7333333333333334,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Cherokee Heights Middle,2016-17,Science,1.891304347826087,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Cherokee Heights Middle,2016-17,Social Studies,1.891304347826087,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Hamilton Middle,2016-17,ELA,2.946564885496183,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Hamilton Middle,2016-17,Mathematics,2.7099236641221376,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Hamilton Middle,2016-17,Science,3.0916030534351147,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Hamilton Middle,2016-17,Social Studies,3.2977099236641223,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,James Wright Middle,2016-17,ELA,1.9166666666666667,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,James Wright Middle,2016-17,Mathematics,1.8055555555555556,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,James Wright Middle,2016-17,Science,2.057142857142857,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,James Wright Middle,2016-17,Social Studies,2.111111111111111,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Jefferson Middle,2016-17,ELA,2.1384615384615384,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Jefferson Middle,2016-17,Mathematics,2.257575757575758,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Jefferson Middle,2016-17,Science,2.3384615384615386,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Jefferson Middle,2016-17,Social Studies,2.353846153846154,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,O'Keeffe Middle,2016-17,ELA,2.691358024691358,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,O'Keeffe Middle,2016-17,Mathematics,2.2439024390243905,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,O'Keeffe Middle,2016-17,Science,2.6666666666666665,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,O'Keeffe Middle,2016-17,Social Studies,2.9135802469135803,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sennett Middle,2016-17,ELA,1.9651162790697674,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sennett Middle,2016-17,Mathematics,1.7906976744186047,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sennett Middle,2016-17,Science,1.9534883720930232,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sennett Middle,2016-17,Social Studies,1.9651162790697674,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sherman Middle,2016-17,ELA,2.0952380952380953,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sherman Middle,2016-17,Mathematics,1.7209302325581395,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sherman Middle,2016-17,Science,1.813953488372093,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Sherman Middle,2016-17,Social Studies,2.0,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Spring Harbor Middle,2016-17,ELA,2.6363636363636362,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Spring Harbor Middle,2016-17,Mathematics,2.1818181818181817,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Spring Harbor Middle,2016-17,Science,2.6363636363636362,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Spring Harbor Middle,2016-17,Social Studies,2.75,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Toki Middle,2016-17,ELA,2.1470588235294117,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Toki Middle,2016-17,Mathematics,2.0441176470588234,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Toki Middle,2016-17,Science,2.3823529411764706,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Toki Middle,2016-17,Social Studies,2.4705882352941178,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Whitehorse Middle,2016-17,ELA,1.94,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Whitehorse Middle,2016-17,Mathematics,1.8235294117647058,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Whitehorse Middle,2016-17,Science,2.156862745098039,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Female,4-Year rate,180,157,Whitehorse Middle,2016-17,Social Studies,2.0392156862745097,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Badger Rock Middle,2016-17,ELA,1.6363636363636365,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Badger Rock Middle,2016-17,Mathematics,1.7272727272727273,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Badger Rock Middle,2016-17,Science,1.8181818181818181,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Badger Rock Middle,2016-17,Social Studies,1.7272727272727273,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Black Hawk Middle,2016-17,ELA,1.8846153846153846,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Black Hawk Middle,2016-17,Mathematics,2.0,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Black Hawk Middle,2016-17,Science,2.2452830188679247,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Black Hawk Middle,2016-17,Social Studies,2.150943396226415,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Cherokee Heights Middle,2016-17,ELA,1.6363636363636365,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Cherokee Heights Middle,2016-17,Mathematics,1.6323529411764706,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Cherokee Heights Middle,2016-17,Science,1.9852941176470589,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Cherokee Heights Middle,2016-17,Social Studies,2.014705882352941,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Hamilton Middle,2016-17,ELA,2.5948275862068964,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Hamilton Middle,2016-17,Mathematics,2.6379310344827585,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Hamilton Middle,2016-17,Science,2.8879310344827585,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Hamilton Middle,2016-17,Social Studies,3.1724137931034484,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,James Wright Middle,2016-17,ELA,1.6521739130434783,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,James Wright Middle,2016-17,Mathematics,1.7608695652173914,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,James Wright Middle,2016-17,Science,2.130434782608696,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,James Wright Middle,2016-17,Social Studies,1.9782608695652173,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Jefferson Middle,2016-17,ELA,1.9081632653061225,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Jefferson Middle,2016-17,Mathematics,2.0816326530612246,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Jefferson Middle,2016-17,Science,2.282828282828283,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Jefferson Middle,2016-17,Social Studies,2.326530612244898,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,O'Keeffe Middle,2016-17,ELA,2.1066666666666665,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,O'Keeffe Middle,2016-17,Mathematics,2.08,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,O'Keeffe Middle,2016-17,Science,2.1866666666666665,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,O'Keeffe Middle,2016-17,Social Studies,2.4054054054054053,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sennett Middle,2016-17,ELA,1.7216494845360826,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sennett Middle,2016-17,Mathematics,1.7755102040816326,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sennett Middle,2016-17,Science,1.8556701030927836,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sennett Middle,2016-17,Social Studies,1.7628865979381443,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sherman Middle,2016-17,ELA,2.0327868852459017,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sherman Middle,2016-17,Mathematics,1.9180327868852458,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sherman Middle,2016-17,Science,2.1311475409836067,2017.0,2021.0
2020-21,Public school,No,2.0,Dane,3269,420.0,High School,Madison Metropolitan,LaFollette High,2021,Completed - Regular High School Diploma,Gender,Male,4-Year rate,194,165,Sherman Middle,2016-17,Social Studies,2.1147540983606556,2017.0,2021.0
